journal_title	domain
Journal of Consumer Psychology	SSH
Occupational Medicine	STEM
Health Communication	SSH
Innovation in Aging	SSH
Online Journal of Communication and Media Technologies	SSH
Cognitive Therapy and Research	SSH
Journal of Nursing Measurement	STEM
Neurology	STEM
South African Journal of Education	SSH
Qualitative Research in Education	SSH
Innovation in Aging	SSH
Aging & Mental Health	SSH
Psychology	SSH
Zbornik Matice srpske za drustvene nauke	Unknown or multidisciplinary
Neuropsychopharmacology	SSH
Medicine	STEM
The Anthropologist	SSH
Advances in Psychological Science	SSH
SLEEP Advances	Unknown or multidisciplinary
BMC Geriatrics	STEM
Qualitative Research Journal	SSH
Emergency Medicine – Open Journal	STEM
Global Journal of Health Science	STEM
Psychological Reports	SSH
Sexualities	Unknown or multidisciplinary
Logos: A Journal of Catholic Thought and Culture	SSH
Islamic Guidance and Counseling Journal	SSH
Psychiatry Research	SSH
Journal of Psychology in Africa	SSH
Healthcare	STEM
Journal of Family Violence	SSH
International Journal of Environmental Research and Public Health	STEM
Scientific Reports	STEM
Archives of Sexual Behavior	SSH
Psychological Reports	SSH
OP Matters	Unknown or multidisciplinary
Journal of Education and Training Studies	SSH
Social Indicators Research	SSH
Ageing and Society	SSH
Disability & Society	SSH
Psychiatry Research	SSH
Maturitas	Unknown or multidisciplinary
Healthcare	STEM
Innovation in Aging	SSH
Innovation in Aging	SSH
Leadership	Unknown or multidisciplinary
Ageing and Society	SSH
Innovation in Aging	SSH
International Journal of Men's Health	STEM
International Journal of School Health	STEM
Public Health	STEM
Cureus	Unknown or multidisciplinary
Journal of Intercultural Studies	SSH
The Journal of Quality in Education	SSH
Archives of Mental Health	STEM
Academy of Management Proceedings	STEM
University of Toronto Quarterly	Unknown or multidisciplinary
The Professional Medical Journal	STEM
JOURNAL OF LANGUAGE STUDIES	SSH
Public Health	STEM
International Journal of Mental Health Systems	STEM
American Journal of Health Promotion	STEM
Scope: Contemporary Research Topics (Art & Design)	SSH
Journal of Interpersonal Relations, Intergroup Relations and Identity	SSH
EMBO reports	Unknown or multidisciplinary
RumeliDE Dil ve Edebiyat Araştırmaları Dergisi	Unknown or multidisciplinary
Pakistan Journal of Medical and Health Sciences	STEM
Frontiers in Psychiatry	SSH
The Journal of Psychology	SSH
Economics & Human Biology	STEM
Indian Journal of Mental Health(IJMH)	STEM
Psihologie. Revista științifico-practică = Psychology. Scientific-practical journal	SSH
Computers in Human Behavior Reports	SSH
Taiwanese Journal of Psychiatry	SSH
World Social Psychiatry	SSH
Sociology of Sport Journal	SSH
Animals	Unknown or multidisciplinary
Neurology	STEM
Socius: Sociological Research for a Dynamic World	SSH
Journal of Aging and Health	SSH
International Congress Series	Unknown or multidisciplinary
CyberPsychology & Behavior	SSH
European Journal of Public Health	STEM
BMC Public Health	STEM
Computers in Human Behavior	SSH
Aging & Mental Health	SSH
Comprehensive Psychiatry	SSH
Current Psychology	SSH
Annals of Behavioral Medicine	SSH
Dialogue	SSH
European Psychiatry	SSH
Evidence Based Nursing	STEM
Frontiers in Psychiatry	SSH
Academy of Management Proceedings	STEM
Erciyes İletişim Dergisi	Unknown or multidisciplinary
African Educational Research Journal	SSH
The Journal of Japanese Studies	SSH
Journal of Transport Geography	Unknown or multidisciplinary
JONA: The Journal of Nursing Administration	STEM
Korean Journal of Health Promotion	STEM
Journal of Distribution Science	STEM
Health & Social Care in the Community	SSH
Journal of Relationships Research	SSH
Health	STEM
Innovation in Aging	SSH
International Journal of Psychophysiology	SSH
Journal of International Education Research (JIER)	SSH
Maturitas	Unknown or multidisciplinary
Buletin Riset Psikologi dan Kesehatan Mental (BRPKM)	SSH
Ankara Üniversitesi Dil ve Tarih-Coğrafya Fakültesi Dergisi	Unknown or multidisciplinary
Nursing Research	STEM
Dementia and Neurocognitive Disorders	STEM
Scandinavian Journal of Public Health	STEM
Innovation in Aging	SSH
Innovation in Aging	SSH
Innovation in Aging	SSH
Clinical Social Work Journal	SSH
Alzheimer's & Dementia	STEM
Journal of Gerontological Nursing	STEM
Proceedings of the Southwest State University. Series: Economics. Sociology. Management	SSH
The Open Psychology Journal	SSH
Journal of Rural Studies	SSH
Procedia - Social and Behavioral Sciences	SSH
Current Psychology	SSH
Personality and Individual Differences	Unknown or multidisciplinary
School Psychology International	SSH
American Journal of Public Health	STEM
International Psychogeriatrics	SSH
Journal of the American College of Radiology	Unknown or multidisciplinary
Review of Economics of the Household	STEM
Archives of Gerontology and Geriatrics	STEM
Frontiers in Psychology	SSH
The American Journal of Geriatric Psychiatry	SSH
International Psychogeriatrics	SSH
Journal of  Social Science	SSH
Humanitas: Indonesian Psychological Journal	SSH
European Journal of Ageing	SSH
Psikoborneo: Jurnal Ilmiah Psikologi	SSH
Jurnal Keperawatan Indonesia	Unknown or multidisciplinary
Emotion	Unknown or multidisciplinary
The Psychologist: Practice & Research Journal	SSH
Nursing Older People	STEM
Journal of Affective Disorders	STEM
Addicta: The Turkish Journal on Addictions	Unknown or multidisciplinary
Personality and Individual Differences	Unknown or multidisciplinary
Wiadomości Lekarskie	Unknown or multidisciplinary
Frontiers in Public Health	STEM
Journal of Modern Literature	SSH
Innovation in Aging	SSH
Procedia - Social and Behavioral Sciences	SSH
Current Psychology	SSH
Journal of Alzheimer's Disease Reports	STEM
International Journal of Ageing and Later Life	SSH
Studies in Philosophy and Education	SSH
Australasian Marketing Journal	STEM
Alzheimer's & Dementia	STEM
Applied Psychology: Health and Well-Being	SSH
International Journal of Human Resource Studies	SSH
Social Indicators Research	SSH
Behavioral Psychology/Psicología Coonductual	SSH
Research Journal of Pharmacy and Technology	STEM
Academic Journal of Humanities & Social Sciences	SSH
Research in Human Development	SSH
International Journal of Psychology and Educational Studies	SSH
PLOS ONE	Unknown or multidisciplinary
HERD: Health Environments Research & Design Journal	STEM
BMC Psychology	SSH
Psychogeriatrics	SSH
Mental Health & Prevention	STEM
The Spanish Journal of Psychology	SSH
Aging & Mental Health	SSH
International Journal of Environmental Research and Public Health	STEM
European Psychiatry	SSH
BMC Geriatrics	STEM
Psycho-Oncology	SSH
Active Learning in Higher Education	SSH
Journal of Cross-Cultural Gerontology	SSH
Perspectives in Psychiatric Care	SSH
Aging & Mental Health	SSH
Journal of Medical Internet Research	STEM
European Neuropsychopharmacology	SSH
Academy of Management Proceedings	STEM
Jurnal Kemanusiaan	Unknown or multidisciplinary
Journal of Clinical Oncology	STEM
Zeszyty Naukowe Wyższej Szkoły Humanitas w Sosnowcu. Pedagogika	SSH
Alzheimer's & Dementia	STEM
Text Matters: A Journal of Literature, Theory and Culture	SSH
Penza Psychological Newsletter	SSH
Academy of Management Proceedings	STEM
Innovation in Aging	SSH
Canadian Journal on Aging / La Revue canadienne du vieillissement	SSH
Psychology of China	SSH
Psychiatry Research	SSH
Visnyk of the Lviv University	Unknown or multidisciplinary
TAF Preventive Medicine Bulletin	STEM
European Psychiatry	SSH
European Neuropsychopharmacology	SSH
European Journal of Social Science Education and Research	SSH
مجلة کلية الآداب . جامعة الإسکندرية	Unknown or multidisciplinary
Interdyscyplinarne Konteksty Pedagogiki Specjalnej	SSH
Innovation in Aging	SSH
Visnyk of the Lviv University	Unknown or multidisciplinary
The Journal of East-West Comparative Literature	SSH
NAM Perspectives	Unknown or multidisciplinary
International Journal of Contemporary Education	SSH
INDIAN JOURNAL OF MENTAL HEALTH AND NEUROSCIENCES	STEM
Magyar Gerontológia	Unknown or multidisciplinary
Procedia - Social and Behavioral Sciences	SSH
Behavioral Science & Policy	SSH
Acta Paediatrica	Unknown or multidisciplinary
The American Journal of Occupational Therapy	SSH
Journal of Social Research	SSH
Journal of Economic and Administrative Sciences	STEM
Journal of Personality Assessment	Unknown or multidisciplinary
Frontiers in Public Health	STEM
European Journal of Open, Distance and E-Learning	Unknown or multidisciplinary
Annals of Translational Medicine	STEM
Perspectives in Psychiatric Care	SSH
PLOS ONE	Unknown or multidisciplinary
Frontiers in Psychology	SSH
Frontiers in Psychology	SSH
Procedia - Social and Behavioral Sciences	SSH
International Journal of Integrated Care	Unknown or multidisciplinary
Psychiatry and Behavioral Sciences	SSH
European Journal of Developmental Psychology	SSH
Psychology Research and Behavior Management	SSH
Proceedings of CBU in Social Sciences	SSH
British Journal of Healthcare Assistants	STEM
Journal of Human Sciences	Unknown or multidisciplinary
Innovation in Aging	SSH
Journal of Business Research - Turk	STEM
Journal of Social Intervention: Theory and Practice	SSH
Ageing and Society	SSH
Psychiatric Quarterly	SSH
Theory and Practice of Psychological Counseling	SSH
Alzheimer's & Dementia	STEM
Human-animal interaction bulletin	Unknown or multidisciplinary
European Journal of Behavioral Sciences	SSH
Social Sciences in China	SSH
American Journal of Research	Unknown or multidisciplinary
Ageing and Society	SSH
International Journal of Tourism Policy	STEM
Review of Religious Research	Unknown or multidisciplinary
Journal of Biomedical Research & Environmental Sciences	STEM
Parkinsonism & Related Disorders	STEM
The Turkish Journal of Geriatrics	STEM
Journal of the American Geriatrics Society	SSH
Behaviour & Information Technology	SSH
Psychology and Aging	SSH
International Journal of Psychoanalytic Self Psychology	SSH
Procedia - Social and Behavioral Sciences	SSH
Personality and Individual Differences	Unknown or multidisciplinary
Education Sciences	SSH
BMC Psychiatry	SSH
International Journal of Environmental Research and Public Health	STEM
Education Sciences	SSH
International Journal of Environmental Research and Public Health	STEM
Geriatrics & Gerontology International	STEM
Sociology	SSH
Australian Journal of Social Issues	SSH
International Journal of Behavioral Medicine	SSH
Journal of College Counseling	SSH
Systematic Reviews	Unknown or multidisciplinary
International Journal of Psychology and Educational Studies	SSH
Korean Journal of Youth Studies	SSH
Psychology & Marketing	SSH
Innovation in Aging	SSH
Procedia - Social and Behavioral Sciences	SSH
CyberPsychology & Behavior	SSH
Journal of Family Issues	SSH
GeroPsych	SSH
European Journal of Criminology	Unknown or multidisciplinary
Psychiatry Research	SSH
BMC Public Health	STEM
Frontiers in Psychiatry	SSH
Bulletin of scientific research results	STEM
Crime, Law and Social Change	SSH
PARIPEX INDIAN JOURNAL OF RESEARCH	Unknown or multidisciplinary
South Asian Journal of Social Sciences and Humanities	SSH
International Journal of Scientific and Research Publications (IJSRP)	STEM
International Journal of Higher Education	SSH
INDIAN JOURNAL OF MENTAL HEALTH AND NEUROSCIENCES	STEM
Innovation in Aging	SSH
European Review	Unknown or multidisciplinary
History and Philosophy of the Life Sciences	SSH
The Journal of Psychology	SSH
PLOS ONE	Unknown or multidisciplinary
Innovation in Aging	SSH
Journal of Psychology & Behavior Research	SSH
Age and Ageing	SSH
The Historian	SSH
Innovation in Aging	SSH
Gerontology and Geriatric Medicine	STEM
Current Opinion in Psychiatry	SSH
Dirasat: Educational Sciences	SSH
ΠΡΑΞΗMΑ. Journal of Visual Semiotics	SSH
Psychology Research and Behavior Management	SSH
The Journal of nutrition, health and aging	SSH
Innovation in Aging	SSH
Khaldunia - Journal of Social Sciences	SSH
Age and Ageing	SSH
Aging & Mental Health	SSH
INTERNATIONAL JOURNAL OF CARE SCHOLARS	Unknown or multidisciplinary
Journal of Epidemiological Research	STEM
New Media & Society	SSH
Journal of Transport & Health	STEM
Frontiers in Aging	SSH
Nursing Research	STEM
Journal of Drug Education	SSH
Zeitschrift für Gesundheitspsychologie	SSH
Australian Journal of Psychology	SSH
Topics in Geriatric Rehabilitation	STEM
Psychological Science	SSH
Clinical Psychology in Europe	SSH
Healthcare	STEM
Journal of Educational Administration and History	SSH
The Journal of Frailty & Aging	SSH
PLOS ONE	Unknown or multidisciplinary
Aggressive Behavior	SSH
Comparative Education Review	SSH
JMIR Mental Health	STEM
Biological Psychology	SSH
Nurse Education Today	SSH
Journal of Architecture and Planning (Transactions of AIJ)	Unknown or multidisciplinary
International Journal of Tourism Policy	STEM
Journal of Women & Aging	SSH
Innovation in Aging	SSH
Digital Age in Semiotics & Communication	SSH
Innovation in Aging	SSH
ADVANCE RESEARCH JOURNAL OF SOCIAL SCIENCE	SSH
Psychology of China	SSH
Journal of Applied Gerontology	Unknown or multidisciplinary
Innovation in Aging	SSH
Journal of Vocational Nursing	STEM
The Japanese Journal of Personality	Unknown or multidisciplinary
The Princeton University Library Chronicle	Unknown or multidisciplinary
Nursing Standard	STEM
Innovation in Aging	SSH
Journal of Higher Education Theory and Practice	SSH
Journal of Global Responsibility	Unknown or multidisciplinary
International Journal of Emergency Mental Health and Human Resilience	STEM
International Journal of Research in Paediatric Nursing	STEM
Ageing and Society	SSH
Emerging Science Journal	STEM
Jurnal Ekonomika Dan Bisnis (JEBS)	Unknown or multidisciplinary
Computers in Human Behavior Reports	SSH
Social Behavior and Personality: an international journal	SSH
Archives of Gerontology and Geriatrics	STEM
Current Treatment Options in Psychiatry	SSH
Academy of Management Proceedings	STEM
International Psychogeriatrics	SSH
SAGE Open	Unknown or multidisciplinary
Social Indicators Research	SSH
Perspectives in Public Health	STEM
Psychological Bulletin	SSH
Emotion Review	Unknown or multidisciplinary
Universal Journal of Educational Research	SSH
Alzheimer's & Dementia	STEM
Journal of Curriculum and Pedagogy	SSH
Innovation in Aging	SSH
Journal of Nursing Education and Practice	SSH
Geriatric Nursing	STEM
Aging and Health Research	SSH
BMC Geriatrics	STEM
Social Behavior and Personality: an international journal	SSH
